Año;Departamento;Municipio;Grupo Etario;Sexo;Casos
2012;IZABAL;MORALES;< 1 mes;Femenino;1
2012;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;2
2012;SAN MARCOS;OCÓS;< 1 mes;Femenino;1
2013;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;< 1 mes;Femenino;1
2013;GUATEMALA;GUATEMALA;< 1 mes;Femenino;1
2013;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;1
2014;BAJA VERAPAZ;SALAMÁ;< 1 mes;Femenino;1
2014;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;1
2014;QUETZALTENANGO;GÉNOVA;< 1 mes;Femenino;1
2015;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;2
2015;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;< 1 mes;Femenino;1
2015;GUATEMALA;AMATITLÁN;< 1 mes;Femenino;4
2015;GUATEMALA;GUATEMALA;< 1 mes;Femenino;7
2015;GUATEMALA;MIXCO;< 1 mes;Femenino;1
2015;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;1
2015;SANTA ROSA;CHIQUIMULILLA;< 1 mes;Femenino;1
2016;GUATEMALA;GUATEMALA;< 1 mes;Femenino;2
2017;GUATEMALA;GUATEMALA;< 1 mes;Femenino;2
2017;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;1
2017;ZACAPA;ZACAPA;< 1 mes;Femenino;1
2018;GUATEMALA;GUATEMALA;< 1 mes;Femenino;4
2018;GUATEMALA;SAN MIGUEL PETAPA;< 1 mes;Femenino;1
2018;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;1
2018;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;3
2018;QUICHE;IXCÁN;< 1 mes;Femenino;1
2018;SANTA ROSA;CUILAPA;< 1 mes;Femenino;1
2019;ALTA VERAPAZ;RAXRUHA;< 1 mes;Femenino;1
2019;BAJA VERAPAZ;RABINAL;< 1 mes;Femenino;1
2019;BAJA VERAPAZ;SALAMÁ;< 1 mes;Femenino;1
2019;CHIQUIMULA;JOCOTÁN;< 1 mes;Femenino;1
2019;EL PETEN;POPTÚN;< 1 mes;Femenino;4
2019;EL PETEN;SAN BENITO;< 1 mes;Femenino;1
2019;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;1
2019;ESCUINTLA;TIQUISATE;< 1 mes;Femenino;1
2019;GUATEMALA;GUATEMALA;< 1 mes;Femenino;3
2019;GUATEMALA;MIXCO;< 1 mes;Femenino;1
2019;GUATEMALA;VILLA NUEVA;< 1 mes;Femenino;1
2019;HUEHUETENANGO;LA DEMOCRACIA;< 1 mes;Femenino;1
2019;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;1
2019;QUETZALTENANGO;EL PALMAR;< 1 mes;Femenino;2
2019;QUETZALTENANGO;FLORES COSTA CUCA;< 1 mes;Femenino;1
2019;QUETZALTENANGO;QUETZALTENANGO;< 1 mes;Femenino;1
2019;SAN MARCOS;EL TUMBADOR;< 1 mes;Femenino;1
2019;SANTA ROSA;CUILAPA;< 1 mes;Femenino;1
2019;SUCHITEPEQUEZ;MAZATENANGO;< 1 mes;Femenino;1
2020;EL PETEN;FLORES;< 1 mes;Femenino;1
2020;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;1
2020;ESCUINTLA;TIQUISATE;< 1 mes;Femenino;1
2020;JALAPA;JALAPA;< 1 mes;Femenino;1
2021;IZABAL;PUERTO BARRIOS;< 1 mes;Femenino;1
2022;EL PETEN;SAN ANDRÉS;< 1 mes;Femenino;1
2022;JALAPA;JALAPA;< 1 mes;Femenino;1
2022;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;1
2022;ZACAPA;ZACAPA;< 1 mes;Femenino;3
2023;CHIQUIMULA;CHIQUIMULA;< 1 mes;Femenino;2
2023;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;10
2023;ESCUINTLA;MASAGUA;< 1 mes;Femenino;1
2023;GUATEMALA;GUATEMALA;< 1 mes;Femenino;1
2023;GUATEMALA;MIXCO;< 1 mes;Femenino;1
2023;GUATEMALA;VILLA NUEVA;< 1 mes;Femenino;2
2023;IZABAL;EL ESTOR;< 1 mes;Femenino;1
2023;JALAPA;JALAPA;< 1 mes;Femenino;1
2023;JUTIAPA;JUTIAPA;< 1 mes;Femenino;6
2023;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;7
2023;QUICHE;CANILLÁ;< 1 mes;Femenino;1
2023;QUICHE;JOYABAJ;< 1 mes;Femenino;1
2023;SAN MARCOS;MALACATÁN;< 1 mes;Femenino;2
2023;SANTA ROSA;CUILAPA;< 1 mes;Femenino;4
2023;ZACAPA;ZACAPA;< 1 mes;Femenino;1
2024;ALTA VERAPAZ;COBÁN;< 1 mes;Femenino;1
2024;CHIMALTENANGO;CHIMALTENANGO;< 1 mes;Femenino;1
2024;CHIQUIMULA;CHIQUIMULA;< 1 mes;Femenino;2
2024;EL PETEN;DOLORES;< 1 mes;Femenino;1
2024;EL PROGRESO;GUASTATOYA;< 1 mes;Femenino;1
2024;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;5
2024;ESCUINTLA;TIQUISATE;< 1 mes;Femenino;2
2024;GUATEMALA;AMATITLÁN;< 1 mes;Femenino;4
2024;GUATEMALA;GUATEMALA;< 1 mes;Femenino;20
2024;GUATEMALA;PALENCIA;< 1 mes;Femenino;1
2024;GUATEMALA;VILLA CANALES;< 1 mes;Femenino;1
2024;HUEHUETENANGO;NENTÓN;< 1 mes;Femenino;1
2024;JUTIAPA;JUTIAPA;< 1 mes;Femenino;5
2024;QUETZALTENANGO;COATEPEQUE;< 1 mes;Femenino;5
2024;QUETZALTENANGO;GÉNOVA;< 1 mes;Femenino;1
2024;QUICHE;IXCÁN;< 1 mes;Femenino;1
2024;RETALHULEU;CHAMPERICO;< 1 mes;Femenino;1
2024;RETALHULEU;RETALHULEU;< 1 mes;Femenino;3
2024;SAN MARCOS;MALACATÁN;< 1 mes;Femenino;8
2024;SANTA ROSA;CHIQUIMULILLA;< 1 mes;Femenino;1
2024;SOLOLA;SANTIAGO ATITLÁN;< 1 mes;Femenino;1
2024;SUCHITEPEQUEZ;SAN MIGUEL PANÁN;< 1 mes;Femenino;1
2024;ZACAPA;ZACAPA;< 1 mes;Femenino;3
2012;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;1
2013;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;< 1 mes;Masculino;1
2013;GUATEMALA;GUATEMALA;< 1 mes;Masculino;1
2013;GUATEMALA;VILLA NUEVA;< 1 mes;Masculino;1
2013;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;2
2013;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2014;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;1
2014;GUATEMALA;GUATEMALA;< 1 mes;Masculino;2
2014;IZABAL;LIVINGSTON;< 1 mes;Masculino;1
2014;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;5
2014;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;2
2014;SAN MARCOS;AYUTLA;< 1 mes;Masculino;1
2014;SUCHITEPEQUEZ;MAZATENANGO;< 1 mes;Masculino;1
2015;BAJA VERAPAZ;RABINAL;< 1 mes;Masculino;2
2015;EL PETEN;SAYAXCHÉ;< 1 mes;Masculino;2
2015;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;2
2015;GUATEMALA;AMATITLÁN;< 1 mes;Masculino;1
2015;GUATEMALA;GUATEMALA;< 1 mes;Masculino;4
2015;GUATEMALA;MIXCO;< 1 mes;Masculino;2
2015;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;1
2015;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2016;GUATEMALA;GUATEMALA;< 1 mes;Masculino;1
2016;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;1
2016;SUCHITEPEQUEZ;CUYOTENANGO;< 1 mes;Masculino;1
2017;GUATEMALA;GUATEMALA;< 1 mes;Masculino;4
2017;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2018;EL PROGRESO;EL JÍCARO;< 1 mes;Masculino;1
2018;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;1
2018;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;5
2018;QUETZALTENANGO;GÉNOVA;< 1 mes;Masculino;1
2018;ZACAPA;GUALÁN;< 1 mes;Masculino;1
2019;CHIMALTENANGO;SAN MARTÍN JILOTEPEQUE;< 1 mes;Masculino;1
2019;CHIQUIMULA;CHIQUIMULA;< 1 mes;Masculino;1
2019;EL PETEN;LA LIBERTAD;< 1 mes;Masculino;3
2019;EL PETEN;SAYAXCHÉ;< 1 mes;Masculino;1
2019;GUATEMALA;GUATEMALA;< 1 mes;Masculino;2
2019;GUATEMALA;MIXCO;< 1 mes;Masculino;1
2019;HUEHUETENANGO;BARILLAS;< 1 mes;Masculino;1
2019;HUEHUETENANGO;CUILCO;< 1 mes;Masculino;1
2019;HUEHUETENANGO;HUEHUETENANGO;< 1 mes;Masculino;1
2019;HUEHUETENANGO;NENTÓN;< 1 mes;Masculino;1
2019;JUTIAPA;JUTIAPA;< 1 mes;Masculino;1
2019;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;2
2019;QUETZALTENANGO;FLORES COSTA CUCA;< 1 mes;Masculino;1
2019;SANTA ROSA;CUILAPA;< 1 mes;Masculino;2
2019;ZACAPA;ZACAPA;< 1 mes;Masculino;3
2020;BAJA VERAPAZ;SALAMÁ;< 1 mes;Masculino;1
2020;CHIQUIMULA;CHIQUIMULA;< 1 mes;Masculino;1
2020;EL PETEN;FLORES;< 1 mes;Masculino;1
2020;EL PETEN;LA LIBERTAD;< 1 mes;Masculino;1
2020;GUATEMALA;GUATEMALA;< 1 mes;Masculino;1
2020;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2021;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;1
2021;IZABAL;MORALES;< 1 mes;Masculino;1
2021;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2021;SAN MARCOS;MALACATÁN;< 1 mes;Masculino;1
2022;ESCUINTLA;MASAGUA;< 1 mes;Masculino;1
2022;GUATEMALA;AMATITLÁN;< 1 mes;Masculino;1
2022;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;2
2022;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;1
2022;RETALHULEU;RETALHULEU;< 1 mes;Masculino;1
2022;SAN MARCOS;MALACATÁN;< 1 mes;Masculino;2
2022;ZACAPA;ZACAPA;< 1 mes;Masculino;3
2023;ALTA VERAPAZ;COBÁN;< 1 mes;Masculino;1
2023;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;< 1 mes;Masculino;1
2023;BAJA VERAPAZ;RABINAL;< 1 mes;Masculino;1
2023;BAJA VERAPAZ;SALAMÁ;< 1 mes;Masculino;1
2023;CHIQUIMULA;CHIQUIMULA;< 1 mes;Masculino;1
2023;EL PETEN;LA LIBERTAD;< 1 mes;Masculino;1
2023;EL PETEN;POPTÚN;< 1 mes;Masculino;1
2023;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;9
2023;ESCUINTLA;LA GOMERA;< 1 mes;Masculino;1
2023;GUATEMALA;AMATITLÁN;< 1 mes;Masculino;2
2023;GUATEMALA;GUATEMALA;< 1 mes;Masculino;1
2023;GUATEMALA;MIXCO;< 1 mes;Masculino;1
2023;GUATEMALA;SAN JUAN SACATEPÉQUEZ;< 1 mes;Masculino;1
2023;IZABAL;EL ESTOR;< 1 mes;Masculino;1
2023;IZABAL;PUERTO BARRIOS;< 1 mes;Masculino;3
2023;JALAPA;JALAPA;< 1 mes;Masculino;1
2023;JALAPA;MATAQUESCUINTLA;< 1 mes;Masculino;1
2023;JUTIAPA;JUTIAPA;< 1 mes;Masculino;1
2023;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;9
2023;QUICHE;IXCÁN;< 1 mes;Masculino;1
2023;SACATEPEQUEZ;ANTIGUA GUATEMALA;< 1 mes;Masculino;1
2023;SAN MARCOS;MALACATÁN;< 1 mes;Masculino;2
2023;SANTA ROSA;CUILAPA;< 1 mes;Masculino;3
2023;SANTA ROSA;NUEVA SANTA ROSA;< 1 mes;Masculino;1
2023;SUCHITEPEQUEZ;CHICACAO;< 1 mes;Masculino;1
2023;ZACAPA;LA UNIÓN;< 1 mes;Masculino;1
2023;ZACAPA;ZACAPA;< 1 mes;Masculino;2
2024;CHIMALTENANGO;CHIMALTENANGO;< 1 mes;Masculino;2
2024;CHIQUIMULA;CHIQUIMULA;< 1 mes;Masculino;1
2024;EL PETEN;SAN BENITO;< 1 mes;Masculino;1
2024;EL PROGRESO;GUASTATOYA;< 1 mes;Masculino;1
2024;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;4
2024;ESCUINTLA;NUEVA CONCEPCIÓN;< 1 mes;Masculino;1
2024;GUATEMALA;AMATITLÁN;< 1 mes;Masculino;1
2024;GUATEMALA;CHINAUTLA;< 1 mes;Masculino;3
2024;GUATEMALA;GUATEMALA;< 1 mes;Masculino;7
2024;GUATEMALA;SAN JUAN SACATEPÉQUEZ;< 1 mes;Masculino;2
2024;GUATEMALA;VILLA CANALES;< 1 mes;Masculino;1
2024;GUATEMALA;VILLA NUEVA;< 1 mes;Masculino;1
2024;HUEHUETENANGO;COLOTENANGO;< 1 mes;Masculino;1
2024;IZABAL;MORALES;< 1 mes;Masculino;1
2024;JALAPA;JALAPA;< 1 mes;Masculino;1
2024;JUTIAPA;ASUNCIÓN MITA;< 1 mes;Masculino;1
2024;JUTIAPA;ATESCATEMPA;< 1 mes;Masculino;1
2024;JUTIAPA;JUTIAPA;< 1 mes;Masculino;7
2024;QUETZALTENANGO;COATEPEQUE;< 1 mes;Masculino;8
2024;QUETZALTENANGO;COLOMBA;< 1 mes;Masculino;1
2024;RETALHULEU;RETALHULEU;< 1 mes;Masculino;1
2024;SACATEPEQUEZ;ANTIGUA GUATEMALA;< 1 mes;Masculino;1
2024;SAN MARCOS;MALACATÁN;< 1 mes;Masculino;11
2024;SANTA ROSA;CUILAPA;< 1 mes;Masculino;1
2024;SUCHITEPEQUEZ;MAZATENANGO;< 1 mes;Masculino;2
2012;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;3
2012;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;1
2012;RETALHULEU;RETALHULEU;1m a < 2m;Femenino;5
2012;SAN MARCOS;MALACATÁN;1m a < 2m;Femenino;1
2013;GUATEMALA;AMATITLÁN;1m a < 2m;Femenino;2
2013;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;1
2013;IZABAL;EL ESTOR;1m a < 2m;Femenino;1
2013;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;1
2013;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;3
2013;RETALHULEU;RETALHULEU;1m a < 2m;Femenino;1
2013;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;1m a < 2m;Femenino;4
2013;SUCHITEPEQUEZ;CUYOTENANGO;1m a < 2m;Femenino;1
2014;ESCUINTLA;ESCUINTLA;1m a < 2m;Femenino;1
2014;ESCUINTLA;NUEVA CONCEPCIÓN;1m a < 2m;Femenino;1
2014;ESCUINTLA;TIQUISATE;1m a < 2m;Femenino;1
2014;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;1
2014;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;6
2014;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;3
2014;RETALHULEU;RETALHULEU;1m a < 2m;Femenino;1
2014;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Femenino;2
2015;ALTA VERAPAZ;COBÁN;1m a < 2m;Femenino;1
2015;ALTA VERAPAZ;RAXRUHA;1m a < 2m;Femenino;1
2015;BAJA VERAPAZ;RABINAL;1m a < 2m;Femenino;1
2015;EL PETEN;LAS CRUCES;1m a < 2m;Femenino;1
2015;EL PETEN;SAN BENITO;1m a < 2m;Femenino;1
2015;ESCUINTLA;ESCUINTLA;1m a < 2m;Femenino;3
2015;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;2
2015;GUATEMALA;MIXCO;1m a < 2m;Femenino;1
2015;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;1
2015;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;10
2015;QUETZALTENANGO;COLOMBA;1m a < 2m;Femenino;1
2015;SANTA ROSA;CUILAPA;1m a < 2m;Femenino;1
2016;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;1
2016;GUATEMALA;MIXCO;1m a < 2m;Femenino;1
2016;GUATEMALA;VILLA CANALES;1m a < 2m;Femenino;2
2016;GUATEMALA;VILLA NUEVA;1m a < 2m;Femenino;1
2016;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;1
2017;CHIQUIMULA;JOCOTÁN;1m a < 2m;Femenino;1
2017;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;2
2017;RETALHULEU;RETALHULEU;1m a < 2m;Femenino;1
2017;ZACAPA;GUALÁN;1m a < 2m;Femenino;1
2017;ZACAPA;ZACAPA;1m a < 2m;Femenino;2
2018;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;1
2018;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;3
2018;SANTA ROSA;CUILAPA;1m a < 2m;Femenino;1
2019;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;1m a < 2m;Femenino;1
2019;CHIMALTENANGO;PATZICÍA;1m a < 2m;Femenino;1
2019;EL PETEN;LA LIBERTAD;1m a < 2m;Femenino;1
2019;EL PETEN;POPTÚN;1m a < 2m;Femenino;1
2019;EL PETEN;SAN LUIS;1m a < 2m;Femenino;1
2019;EL PETEN;SAYAXCHÉ;1m a < 2m;Femenino;1
2019;ESCUINTLA;LA DEMOCRACIA;1m a < 2m;Femenino;1
2019;ESCUINTLA;TIQUISATE;1m a < 2m;Femenino;1
2019;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;6
2019;GUATEMALA;SAN JOSÉ DEL GOLFO;1m a < 2m;Femenino;1
2019;GUATEMALA;SAN PEDRO SACATEPÉQUEZ;1m a < 2m;Femenino;1
2019;HUEHUETENANGO;JACALTENANGO;1m a < 2m;Femenino;1
2019;HUEHUETENANGO;SAN PEDRO NECTA;1m a < 2m;Femenino;1
2019;IZABAL;PUERTO BARRIOS;1m a < 2m;Femenino;4
2019;JUTIAPA;JUTIAPA;1m a < 2m;Femenino;1
2019;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;4
2019;QUETZALTENANGO;FLORES COSTA CUCA;1m a < 2m;Femenino;1
2019;QUETZALTENANGO;GÉNOVA;1m a < 2m;Femenino;1
2019;SAN MARCOS;OCÓS;1m a < 2m;Femenino;1
2019;SANTA ROSA;CUILAPA;1m a < 2m;Femenino;2
2019;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Femenino;1
2019;ZACAPA;ZACAPA;1m a < 2m;Femenino;1
2020;EL PETEN;LA LIBERTAD;1m a < 2m;Femenino;1
2020;GUATEMALA;AMATITLÁN;1m a < 2m;Femenino;1
2020;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;1
2020;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;1
2021;EL PETEN;FLORES;1m a < 2m;Femenino;2
2022;EL PETEN;FLORES;1m a < 2m;Femenino;1
2022;QUETZALTENANGO;GÉNOVA;1m a < 2m;Femenino;1
2022;SAN MARCOS;MALACATÁN;1m a < 2m;Femenino;1
2023;ESCUINTLA;ESCUINTLA;1m a < 2m;Femenino;10
2023;ESCUINTLA;SIPACATE;1m a < 2m;Femenino;1
2023;GUATEMALA;AMATITLÁN;1m a < 2m;Femenino;1
2023;JUTIAPA;JUTIAPA;1m a < 2m;Femenino;1
2023;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;4
2023;QUETZALTENANGO;GÉNOVA;1m a < 2m;Femenino;1
2023;QUICHE;IXCÁN;1m a < 2m;Femenino;1
2023;QUICHE;JOYABAJ;1m a < 2m;Femenino;1
2023;ZACAPA;ZACAPA;1m a < 2m;Femenino;4
2024;ALTA VERAPAZ;SAN PEDRO CARCHÁ;1m a < 2m;Femenino;1
2024;CHIMALTENANGO;CHIMALTENANGO;1m a < 2m;Femenino;1
2024;CHIQUIMULA;QUETZALTEPEQUE;1m a < 2m;Femenino;1
2024;EL PETEN;POPTÚN;1m a < 2m;Femenino;1
2024;EL PETEN;SAN BENITO;1m a < 2m;Femenino;3
2024;EL PETEN;SANTA ANA;1m a < 2m;Femenino;1
2024;EL PETEN;SAYAXCHÉ;1m a < 2m;Femenino;4
2024;EL PROGRESO;GUASTATOYA;1m a < 2m;Femenino;1
2024;ESCUINTLA;ESCUINTLA;1m a < 2m;Femenino;1
2024;GUATEMALA;GUATEMALA;1m a < 2m;Femenino;5
2024;GUATEMALA;PALENCIA;1m a < 2m;Femenino;1
2024;GUATEMALA;VILLA CANALES;1m a < 2m;Femenino;1
2024;JALAPA;JALAPA;1m a < 2m;Femenino;2
2024;JALAPA;MATAQUESCUINTLA;1m a < 2m;Femenino;1
2024;JUTIAPA;JUTIAPA;1m a < 2m;Femenino;3
2024;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Femenino;8
2024;RETALHULEU;RETALHULEU;1m a < 2m;Femenino;1
2024;RETALHULEU;SAN ANDRÉS VILLA SECA;1m a < 2m;Femenino;1
2024;SAN MARCOS;MALACATÁN;1m a < 2m;Femenino;6
2024;SANTA ROSA;CHIQUIMULILLA;1m a < 2m;Femenino;1
2024;ZACAPA;GUALÁN;1m a < 2m;Femenino;1
2024;ZACAPA;LA UNIÓN;1m a < 2m;Femenino;1
2024;ZACAPA;ZACAPA;1m a < 2m;Femenino;1
2012;ALTA VERAPAZ;RAXRUHA;1m a < 2m;Masculino;1
2012;CHIQUIMULA;CHIQUIMULA;1m a < 2m;Masculino;1
2012;EL PETEN;FLORES;1m a < 2m;Masculino;1
2012;EL PROGRESO;GUASTATOYA;1m a < 2m;Masculino;1
2012;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;2
2012;ESCUINTLA;TIQUISATE;1m a < 2m;Masculino;1
2012;GUATEMALA;VILLA NUEVA;1m a < 2m;Masculino;1
2013;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;1m a < 2m;Masculino;1
2013;EL PETEN;SAYAXCHÉ;1m a < 2m;Masculino;1
2013;ESCUINTLA;NUEVA CONCEPCIÓN;1m a < 2m;Masculino;1
2013;GUATEMALA;AMATITLÁN;1m a < 2m;Masculino;2
2013;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;2
2013;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;1
2013;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;5
2013;SACATEPEQUEZ;SAN ANTONIO AGUAS CALIENTES;1m a < 2m;Masculino;1
2013;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;1m a < 2m;Masculino;1
2014;EL PROGRESO;GUASTATOYA;1m a < 2m;Masculino;2
2014;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;1
2014;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;2
2014;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;1
2014;JUTIAPA;JUTIAPA;1m a < 2m;Masculino;1
2014;RETALHULEU;SAN ANDRÉS VILLA SECA;1m a < 2m;Masculino;3
2014;SAN MARCOS;AYUTLA;1m a < 2m;Masculino;1
2014;SANTA ROSA;BARBERENA;1m a < 2m;Masculino;2
2014;ZACAPA;ZACAPA;1m a < 2m;Masculino;1
2015;ALTA VERAPAZ;CHAHAL;1m a < 2m;Masculino;1
2015;EL PROGRESO;MORAZÁN;1m a < 2m;Masculino;1
2015;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;6
2015;ESCUINTLA;NUEVA CONCEPCIÓN;1m a < 2m;Masculino;1
2015;ESCUINTLA;TIQUISATE;1m a < 2m;Masculino;1
2015;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;9
2015;GUATEMALA;MIXCO;1m a < 2m;Masculino;2
2015;GUATEMALA;SAN PEDRO AYAMPUC;1m a < 2m;Masculino;1
2015;HUEHUETENANGO;JACALTENANGO;1m a < 2m;Masculino;1
2015;HUEHUETENANGO;LA DEMOCRACIA;1m a < 2m;Masculino;1
2015;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;4
2015;JALAPA;JALAPA;1m a < 2m;Masculino;1
2015;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;6
2015;SACATEPEQUEZ;ALOTENANGO;1m a < 2m;Masculino;1
2015;SANTA ROSA;CUILAPA;1m a < 2m;Masculino;2
2015;SANTA ROSA;NUEVA SANTA ROSA;1m a < 2m;Masculino;1
2015;SUCHITEPEQUEZ;MAZATENANGO;1m a < 2m;Masculino;1
2015;ZACAPA;ESTANZUELA;1m a < 2m;Masculino;1
2016;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;3
2016;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;4
2016;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;3
2016;QUETZALTENANGO;FLORES COSTA CUCA;1m a < 2m;Masculino;1
2016;QUICHE;CANILLÁ;1m a < 2m;Masculino;1
2017;ALTA VERAPAZ;TUCURÚ;1m a < 2m;Masculino;1
2017;EL PETEN;SAN BENITO;1m a < 2m;Masculino;1
2017;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;2
2018;ESCUINTLA;PUERTO DE SAN JOSÉ;1m a < 2m;Masculino;1
2018;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;1
2018;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;1
2018;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;4
2018;QUICHE;IXCÁN;1m a < 2m;Masculino;1
2019;BAJA VERAPAZ;CUBULCO;1m a < 2m;Masculino;1
2019;BAJA VERAPAZ;GRANADOS;1m a < 2m;Masculino;1
2019;BAJA VERAPAZ;RABINAL;1m a < 2m;Masculino;1
2019;BAJA VERAPAZ;SALAMÁ;1m a < 2m;Masculino;2
2019;CHIQUIMULA;CHIQUIMULA;1m a < 2m;Masculino;5
2019;EL PETEN;LA LIBERTAD;1m a < 2m;Masculino;1
2019;EL PETEN;POPTÚN;1m a < 2m;Masculino;5
2019;EL PETEN;SAN BENITO;1m a < 2m;Masculino;3
2019;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;1
2019;ESCUINTLA;MASAGUA;1m a < 2m;Masculino;1
2019;GUATEMALA;AMATITLÁN;1m a < 2m;Masculino;1
2019;GUATEMALA;GUATEMALA;1m a < 2m;Masculino;4
2019;GUATEMALA;SAN JOSÉ DEL GOLFO;1m a < 2m;Masculino;1
2019;HUEHUETENANGO;LA DEMOCRACIA;1m a < 2m;Masculino;2
2019;HUEHUETENANGO;SAN PEDRO NECTA;1m a < 2m;Masculino;3
2019;HUEHUETENANGO;SANTA ANA HUISTA;1m a < 2m;Masculino;1
2019;IZABAL;PUERTO BARRIOS;1m a < 2m;Masculino;2
2019;JALAPA;JALAPA;1m a < 2m;Masculino;1
2019;QUETZALTENANGO;COATEPEQUE;1m a < 2m;Masculino;4
2019;QUETZALTENANGO;EL PALMAR;1m a < 2m;Masculino;1
2019;QUETZALTENANGO;FLORES COSTA CUCA;1m a < 2m;Masculino;1
